1.010200000000000031e+01,2.137999999999999901e+00,8.775670000000000073e+02,2.838500000000000156e+01
1.071799999999999997e+01,1.917000000000000037e+00,8.470480000000000018e+02,2.285500000000000043e+01
1.406099999999999994e+01,3.248000000000000220e+00,8.803200000000000500e+02,1.833599999999999852e+01
9.518000000000000682e+00,1.566999999999999948e+00,8.485789999999999509e+02,2.004200000000000159e+01
9.564000000000000057e+00,1.546999999999999931e+00,8.446649999999999636e+02,1.877499999999999858e+01
1.181000000000000050e+01,1.564000000000000057e+00,8.442870000000000346e+02,1.521100000000000030e+01
1.135999999999999943e+01,1.360000000000000098e+00,8.814529999999999745e+02,1.570299999999999940e+01
1.102200000000000024e+01,1.280000000000000027e+00,8.600349999999999682e+02,1.388899999999999935e+01
1.197899999999999920e+01,1.419999999999999929e+00,8.696240000000000236e+02,1.273900000000000077e+01
1.102599999999999980e+01,1.181000000000000050e+00,8.512809999999999491e+02,1.286299999999999955e+01
